Q-2,Q-1,Q,Q+1,Q+2
0.380142857,0.238642857,0.208714286,0.235214286,0.1965
0.238642857,0.208714286,0.235214286,0.1965,0.255357143
0.208714286,0.235214286,0.1965,0.255357143,0.309214286
0.235214286,0.1965,0.255357143,0.309214286,0.411857143
0.1965,0.255357143,0.309214286,0.411857143,0.440857143
0.255357143,0.309214286,0.411857143,0.440857143,0.597928571
0.309214286,0.411857143,0.440857143,0.597928571,1.678285714
0.411857143,0.440857143,0.597928571,1.678285714,7.493571429
0.440857143,0.597928571,1.678285714,7.493571429,4.177142857
0.597928571,1.678285714,7.493571429,4.177142857,2.41
1.678285714,7.493571429,4.177142857,2.41,1.032214286
7.493571429,4.177142857,2.41,1.032214286,0.402428571
4.177142857,2.41,1.032214286,0.402428571,0.185214286
2.41,1.032214286,0.402428571,0.185214286,0.001
1.032214286,0.402428571,0.185214286,0.001,0.007285714
0.402428571,0.185214286,0.001,0.007285714,0.007142857
0.185214286,0.001,0.007285714,0.007142857,0.004857143
0.001,0.007285714,0.007142857,0.004857143,0.064
0.007285714,0.007142857,0.004857143,0.064,0.0025
0.007142857,0.004857143,0.064,0.0025,0.031785714
0.004857143,0.064,0.0025,0.031785714,0.121928571
0.064,0.0025,0.031785714,0.121928571,0.215714286
0.0025,0.031785714,0.121928571,0.215714286,0.241
0.031785714,0.121928571,0.215714286,0.241,0.368
0.121928571,0.215714286,0.241,0.368,0.466785714
0.215714286,0.241,0.368,0.466785714,0.4375
0.241,0.368,0.466785714,0.4375,0.328142857
0.368,0.466785714,0.4375,0.328142857,0.194071429
0.466785714,0.4375,0.328142857,0.194071429,0.806214286
0.4375,0.328142857,0.194071429,0.806214286,0.709571429
0.328142857,0.194071429,0.806214286,0.709571429,1.000857143
0.194071429,0.806214286,0.709571429,1.000857143,1.173785714
0.806214286,0.709571429,1.000857143,1.173785714,1.192142857
0.709571429,1.000857143,1.173785714,1.192142857,0.708857143
1.000857143,1.173785714,1.192142857,0.708857143,0.284285714
1.173785714,1.192142857,0.708857143,0.284285714,0.1015
1.192142857,0.708857143,0.284285714,0.1015,0.041714286
0.708857143,0.284285714,0.1015,0.041714286,0.014714286
0.284285714,0.1015,0.041714286,0.014714286,0.0155
0.1015,0.041714286,0.014714286,0.0155,0.027928571
0.041714286,0.014714286,0.0155,0.027928571,0.007285714
0.014714286,0.0155,0.027928571,0.007285714,0.025928571
0.0155,0.027928571,0.007285714,0.025928571,0.012214286
0.027928571,0.007285714,0.025928571,0.012214286,0.470357143
0.007285714,0.025928571,0.012214286,0.470357143,0.019857143
0.025928571,0.012214286,0.470357143,0.019857143,0.028
0.012214286,0.470357143,0.019857143,0.028,0.018642857
0.470357143,0.019857143,0.028,0.018642857,0.056
0.019857143,0.028,0.018642857,0.056,0.100857143
0.028,0.018642857,0.056,0.100857143,0.144857143
0.018642857,0.056,0.100857143,0.144857143,0.207285714
0.056,0.100857143,0.144857143,0.207285714,0.190357143
0.100857143,0.144857143,0.207285714,0.190357143,0.203714286
0.144857143,0.207285714,0.190357143,0.203714286,0.192214286
0.207285714,0.190357143,0.203714286,0.192214286,0.288285714
0.190357143,0.203714286,0.192214286,0.288285714,0.446857143
0.203714286,0.192214286,0.288285714,0.446857143,0.446928571
0.192214286,0.288285714,0.446857143,0.446928571,0.3015
0.288285714,0.446857143,0.446928571,0.3015,0.431071429
0.446857143,0.446928571,0.3015,0.431071429,1.831357143
0.446928571,0.3015,0.431071429,1.831357143,1.765
0.3015,0.431071429,1.831357143,1.765,3.462857143
0.431071429,1.831357143,1.765,3.462857143,0.740357143
1.831357143,1.765,3.462857143,0.740357143,0.284785714
1.765,3.462857143,0.740357143,0.284785714,0.410071429
3.462857143,0.740357143,0.284785714,0.410071429,0.267428571
0.740357143,0.284785714,0.410071429,0.267428571,0.095571429
0.284785714,0.410071429,0.267428571,0.095571429,0.033214286
0.410071429,0.267428571,0.095571429,0.033214286,0.023642857
0.267428571,0.095571429,0.033214286,0.023642857,0.018071429
0.095571429,0.033214286,0.023642857,0.018071429,0.023142857
0.033214286,0.023642857,0.018071429,0.023142857,0.031142857
0.023642857,0.018071429,0.023142857,0.031142857,0.054428571
0.018071429,0.023142857,0.031142857,0.054428571,0.032214286
0.023142857,0.031142857,0.054428571,0.032214286,0.166571429
0.031142857,0.054428571,0.032214286,0.166571429,0.265428571
0.054428571,0.032214286,0.166571429,0.265428571,0.328785714
0.032214286,0.166571429,0.265428571,0.328785714,0.315
0.166571429,0.265428571,0.328785714,0.315,0.315
0.265428571,0.328785714,0.315,0.315,0.291428571
0.328785714,0.315,0.315,0.291428571,0.270714286
0.315,0.315,0.291428571,0.270714286,0.331571429
0.315,0.291428571,0.270714286,0.331571429,0.333857143
0.291428571,0.270714286,0.331571429,0.333857143,0.48
0.270714286,0.331571429,0.333857143,0.48,0.503571429
0.331571429,0.333857143,0.48,0.503571429,0.347642857
0.333857143,0.48,0.503571429,0.347642857,1.2275
0.48,0.503571429,0.347642857,1.2275,1.221071429
0.503571429,0.347642857,1.2275,1.221071429,0.714714286
0.347642857,1.2275,1.221071429,0.714714286,0.144142857
1.2275,1.221071429,0.714714286,0.144142857,0.035285714
1.221071429,0.714714286,0.144142857,0.035285714,0.031285714
0.714714286,0.144142857,0.035285714,0.031285714,0.034857143
0.144142857,0.035285714,0.031285714,0.034857143,0.068142857
0.035285714,0.031285714,0.034857143,0.068142857,0.088214286
0.031285714,0.034857143,0.068142857,0.088214286,0.027214286
0.034857143,0.068142857,0.088214286,0.027214286,0.023285714
0.068142857,0.088214286,0.027214286,0.023285714,0.024714286
0.088214286,0.027214286,0.023285714,0.024714286,0.031928571
0.027214286,0.023285714,0.024714286,0.031928571,0.032142857
0.023285714,0.024714286,0.031928571,0.032142857,0.075142857
0.024714286,0.031928571,0.032142857,0.075142857,0.076714286
0.031928571,0.032142857,0.075142857,0.076714286,0.111642857
0.032142857,0.075142857,0.076714286,0.111642857,0.178428571
0.075142857,0.076714286,0.111642857,0.178428571,0.249714286
0.076714286,0.111642857,0.178428571,0.249714286,0.307642857
0.111642857,0.178428571,0.249714286,0.307642857,0.358
0.178428571,0.249714286,0.307642857,0.358,0.400785714
0.249714286,0.307642857,0.358,0.400785714,0.404071429
0.307642857,0.358,0.400785714,0.404071429,0.484071429
0.358,0.400785714,0.404071429,0.484071429,0.7425
0.400785714,0.404071429,0.484071429,0.7425,1.200214286
0.404071429,0.484071429,0.7425,1.200214286,0.462214286
0.484071429,0.7425,1.200214286,0.462214286,0.474357143
0.7425,1.200214286,0.462214286,0.474357143,0.165357143
1.200214286,0.462214286,0.474357143,0.165357143,0.164142857
0.462214286,0.474357143,0.165357143,0.164142857,0.125285714
0.474357143,0.165357143,0.164142857,0.125285714,0.072571429
0.165357143,0.164142857,0.125285714,0.072571429,0.028214286
0.164142857,0.125285714,0.072571429,0.028214286,0.026142857
0.125285714,0.072571429,0.028214286,0.026142857,0.020428571
0.072571429,0.028214286,0.026142857,0.020428571,0.023428571
0.028214286,0.026142857,0.020428571,0.023428571,0.038
0.026142857,0.020428571,0.023428571,0.038,0.083857143
0.020428571,0.023428571,0.038,0.083857143,0.093928571
0.023428571,0.038,0.083857143,0.093928571,0.092071429
0.038,0.083857143,0.093928571,0.092071429,0.551
0.083857143,0.093928571,0.092071429,0.551,0.589571429
0.093928571,0.092071429,0.551,0.589571429,0.351285714
0.092071429,0.551,0.589571429,0.351285714,0.328571429
0.551,0.589571429,0.351285714,0.328571429,0.065428571
0.589571429,0.351285714,0.328571429,0.065428571,0.084
0.351285714,0.328571429,0.065428571,0.084,0.183071429
0.328571429,0.065428571,0.084,0.183071429,0.107714286
0.065428571,0.084,0.183071429,0.107714286,0.145857143
0.084,0.183071429,0.107714286,0.145857143,0.294428571
0.183071429,0.107714286,0.145857143,0.294428571,0.380928571
0.107714286,0.145857143,0.294428571,0.380928571,0.904285714
0.145857143,0.294428571,0.380928571,0.904285714,1.181785714
0.294428571,0.380928571,0.904285714,1.181785714,0.489714286
0.380928571,0.904285714,1.181785714,0.489714286,0.137642857
0.904285714,1.181785714,0.489714286,0.137642857,0.120571429
1.181785714,0.489714286,0.137642857,0.120571429,0.078071429
0.489714286,0.137642857,0.120571429,0.078071429,0.086357143
0.137642857,0.120571429,0.078071429,0.086357143,0.079642857
0.120571429,0.078071429,0.086357143,0.079642857,0.049142857
0.078071429,0.086357143,0.079642857,0.049142857,0.056571429
0.086357143,0.079642857,0.049142857,0.056571429,0.062928571
0.079642857,0.049142857,0.056571429,0.062928571,0.069857143
0.049142857,0.056571429,0.062928571,0.069857143,0.092285714
0.056571429,0.062928571,0.069857143,0.092285714,0.050642857
0.062928571,0.069857143,0.092285714,0.050642857,0.038071429
0.069857143,0.092285714,0.050642857,0.038071429,0.044857143
0.092285714,0.050642857,0.038071429,0.044857143,0.100285714
0.050642857,0.038071429,0.044857143,0.100285714,0.269428571
0.038071429,0.044857143,0.100285714,0.269428571,0.271285714
0.044857143,0.100285714,0.269428571,0.271285714,0.244571429
0.100285714,0.269428571,0.271285714,0.244571429,0.228571429
0.269428571,0.271285714,0.244571429,0.228571429,0.281357143
0.271285714,0.244571429,0.228571429,0.281357143,0.326142857
0.244571429,0.228571429,0.281357143,0.326142857,0.339214286
0.228571429,0.281357143,0.326142857,0.339214286,0.396928571
0.281357143,0.326142857,0.339214286,0.396928571,0.417785714
0.326142857,0.339214286,0.396928571,0.417785714,0.276571429
0.339214286,0.396928571,0.417785714,0.276571429,0.128071429
0.396928571,0.417785714,0.276571429,0.128071429,0.050142857
0.417785714,0.276571429,0.128071429,0.050142857,0.093428571
0.276571429,0.128071429,0.050142857,0.093428571,0.085857143
0.128071429,0.050142857,0.093428571,0.085857143,0.039
0.050142857,0.093428571,0.085857143,0.039,0.019071429
0.093428571,0.085857143,0.039,0.019071429,0.014
0.085857143,0.039,0.019071429,0.014,0.020428571
0.039,0.019071429,0.014,0.020428571,0.027357143
0.019071429,0.014,0.020428571,0.027357143,0.023571429
0.014,0.020428571,0.027357143,0.023571429,0.020428571
0.020428571,0.027357143,0.023571429,0.020428571,0.042571429
0.027357143,0.023571429,0.020428571,0.042571429,0.045857143
0.023571429,0.020428571,0.042571429,0.045857143,0.038214286
0.020428571,0.042571429,0.045857143,0.038214286,0.063285714
0.042571429,0.045857143,0.038214286,0.063285714,0.051142857
0.045857143,0.038214286,0.063285714,0.051142857,0.080071429
0.038214286,0.063285714,0.051142857,0.080071429,0.273571429
0.063285714,0.051142857,0.080071429,0.273571429,0.392
0.051142857,0.080071429,0.273571429,0.392,0.343642857
0.080071429,0.273571429,0.392,0.343642857,0.342642857
0.273571429,0.392,0.343642857,0.342642857,0.436071429
0.392,0.343642857,0.342642857,0.436071429,0.532
0.343642857,0.342642857,0.436071429,0.532,0.748428571
0.342642857,0.436071429,0.532,0.748428571,1.028071429
0.436071429,0.532,0.748428571,1.028071429,0.989428571
0.532,0.748428571,1.028071429,0.989428571,1.174071429
0.748428571,1.028071429,0.989428571,1.174071429,0.434857143
1.028071429,0.989428571,1.174071429,0.434857143,0.085642857
0.989428571,1.174071429,0.434857143,0.085642857,0.124
1.174071429,0.434857143,0.085642857,0.124,0.100071429
0.434857143,0.085642857,0.124,0.100071429,0.068714286
0.085642857,0.124,0.100071429,0.068714286,0.035714286
0.124,0.100071429,0.068714286,0.035714286,0.019285714
0.100071429,0.068714286,0.035714286,0.019285714,0.017642857
0.068714286,0.035714286,0.019285714,0.017642857,0.027
0.035714286,0.019285714,0.017642857,0.027,0.0315
0.019285714,0.017642857,0.027,0.0315,0.061857143
0.017642857,0.027,0.0315,0.061857143,0.046428571
0.027,0.0315,0.061857143,0.046428571,0.056785714
0.0315,0.061857143,0.046428571,0.056785714,0.092571429
0.061857143,0.046428571,0.056785714,0.092571429,0.086
0.046428571,0.056785714,0.092571429,0.086,0.056928571
0.056785714,0.092571429,0.086,0.056928571,0.053
0.092571429,0.086,0.056928571,0.053,0.117142857
0.086,0.056928571,0.053,0.117142857,0.186357143
0.056928571,0.053,0.117142857,0.186357143,0.196857143
0.053,0.117142857,0.186357143,0.196857143,0.252571429
0.117142857,0.186357143,0.196857143,0.252571429,0.248714286
0.186357143,0.196857143,0.252571429,0.248714286,0.282142857
0.196857143,0.252571429,0.248714286,0.282142857,0.279428571
0.252571429,0.248714286,0.282142857,0.279428571,0.476285714
0.248714286,0.282142857,0.279428571,0.476285714,0.474857143
0.282142857,0.279428571,0.476285714,0.474857143,0.089
0.279428571,0.476285714,0.474857143,0.089,0.043
0.476285714,0.474857143,0.089,0.043,0.018071429
0.474857143,0.089,0.043,0.018071429,0.04
0.089,0.043,0.018071429,0.04,0.014142857
0.043,0.018071429,0.04,0.014142857,0.0085
0.018071429,0.04,0.014142857,0.0085,0.031785714
0.04,0.014142857,0.0085,0.031785714,0.046928571
0.014142857,0.0085,0.031785714,0.046928571,0.041214286
0.0085,0.031785714,0.046928571,0.041214286,0.054214286
0.031785714,0.046928571,0.041214286,0.054214286,0.552714286
0.046928571,0.041214286,0.054214286,0.552714286,0.044642857
0.041214286,0.054214286,0.552714286,0.044642857,0.0265
0.054214286,0.552714286,0.044642857,0.0265,0.118357143
0.552714286,0.044642857,0.0265,0.118357143,0.064
0.044642857,0.0265,0.118357143,0.064,0.048214286
0.0265,0.118357143,0.064,0.048214286,0.040642857
0.118357143,0.064,0.048214286,0.040642857,0.046928571
0.064,0.048214286,0.040642857,0.046928571,0.126928571
0.048214286,0.040642857,0.046928571,0.126928571,0.249285714
0.040642857,0.046928571,0.126928571,0.249285714,0.207642857
0.046928571,0.126928571,0.249285714,0.207642857,0.220214286
0.126928571,0.249285714,0.207642857,0.220214286,0.192214286
0.249285714,0.207642857,0.220214286,0.192214286,0.4245
0.207642857,0.220214286,0.192214286,0.4245,2.021571429
0.220214286,0.192214286,0.4245,2.021571429,2.884285714
0.192214286,0.4245,2.021571429,2.884285714,1.654785714
0.4245,2.021571429,2.884285714,1.654785714,0.529428571
2.021571429,2.884285714,1.654785714,0.529428571,0.174071429
2.884285714,1.654785714,0.529428571,0.174071429,0.082357143
1.654785714,0.529428571,0.174071429,0.082357143,0.074285714
0.529428571,0.174071429,0.082357143,0.074285714,0.037928571
0.174071429,0.082357143,0.074285714,0.037928571,0.020357143
0.082357143,0.074285714,0.037928571,0.020357143,0.016642857
0.074285714,0.037928571,0.020357143,0.016642857,0.026071429
0.037928571,0.020357143,0.016642857,0.026071429,0.024642857
0.020357143,0.016642857,0.026071429,0.024642857,0.035285714
0.016642857,0.026071429,0.024642857,0.035285714,0.030357143
0.026071429,0.024642857,0.035285714,0.030357143,0.059928571
0.024642857,0.035285714,0.030357143,0.059928571,0.082857143
0.035285714,0.030357143,0.059928571,0.082857143,0.073357143
0.030357143,0.059928571,0.082857143,0.073357143,0.268714286
0.059928571,0.082857143,0.073357143,0.268714286,0.167571429
0.082857143,0.073357143,0.268714286,0.167571429,0.231571429
0.073357143,0.268714286,0.167571429,0.231571429,0.305214286
0.268714286,0.167571429,0.231571429,0.305214286,0.307642857
0.167571429,0.231571429,0.305214286,0.307642857,0.258642857
0.231571429,0.305214286,0.307642857,0.258642857,0.235142857
0.305214286,0.307642857,0.258642857,0.235142857,0.349642857
0.307642857,0.258642857,0.235142857,0.349642857,0.603785714
0.258642857,0.235142857,0.349642857,0.603785714,1.371357143
0.235142857,0.349642857,0.603785714,1.371357143,3.12
0.349642857,0.603785714,1.371357143,3.12,2.856428571
0.603785714,1.371357143,3.12,2.856428571,1.266357143
1.371357143,3.12,2.856428571,1.266357143,0.226357143
3.12,2.856428571,1.266357143,0.226357143,0.191142857
2.856428571,1.266357143,0.226357143,0.191142857,0.061285714
1.266357143,0.226357143,0.191142857,0.061285714,0.100642857
0.226357143,0.191142857,0.061285714,0.100642857,0.144357143
0.191142857,0.061285714,0.100642857,0.144357143,0.037
0.061285714,0.100642857,0.144357143,0.037,0.065
0.100642857,0.144357143,0.037,0.065,0.019
0.144357143,0.037,0.065,0.019,0.016785714
0.037,0.065,0.019,0.016785714,0.090714286
0.065,0.019,0.016785714,0.090714286,0.0495
0.019,0.016785714,0.090714286,0.0495,0.0505
0.016785714,0.090714286,0.0495,0.0505,0.162
0.090714286,0.0495,0.0505,0.162,0.255
0.0495,0.0505,0.162,0.255,0.270142857
0.0505,0.162,0.255,0.270142857,0.285
0.162,0.255,0.270142857,0.285,0.320857143
0.255,0.270142857,0.285,0.320857143,0.367857143
0.270142857,0.285,0.320857143,0.367857143,0.27
0.285,0.320857143,0.367857143,0.27,0.454928571
0.320857143,0.367857143,0.27,0.454928571,0.539142857
0.367857143,0.27,0.454928571,0.539142857,0.444857143
0.27,0.454928571,0.539142857,0.444857143,0.478714286
0.454928571,0.539142857,0.444857143,0.478714286,0.193571429
0.539142857,0.444857143,0.478714286,0.193571429,0.547785714
0.444857143,0.478714286,0.193571429,0.547785714,1.222571429
0.478714286,0.193571429,0.547785714,1.222571429,0.841357143
0.193571429,0.547785714,1.222571429,0.841357143,0.210142857
0.547785714,1.222571429,0.841357143,0.210142857,0.117928571
1.222571429,0.841357143,0.210142857,0.117928571,0.156
0.841357143,0.210142857,0.117928571,0.156,0.019571429
0.210142857,0.117928571,0.156,0.019571429,0.009928571
0.117928571,0.156,0.019571429,0.009928571,0.021428571
0.156,0.019571429,0.009928571,0.021428571,0.023214286
0.019571429,0.009928571,0.021428571,0.023214286,0.045714286
0.009928571,0.021428571,0.023214286,0.045714286,0.018214286
0.021428571,0.023214286,0.045714286,0.018214286,0.034571429
0.023214286,0.045714286,0.018214286,0.034571429,0.070285714
0.045714286,0.018214286,0.034571429,0.070285714,0.072571429
0.018214286,0.034571429,0.070285714,0.072571429,0.241357143
0.034571429,0.070285714,0.072571429,0.241357143,0.346214286
0.070285714,0.072571429,0.241357143,0.346214286,0.208285714
0.072571429,0.241357143,0.346214286,0.208285714,0.274357143
0.241357143,0.346214286,0.208285714,0.274357143,0.3115
0.346214286,0.208285714,0.274357143,0.3115,0.497285714
0.208285714,0.274357143,0.3115,0.497285714,0.428
0.274357143,0.3115,0.497285714,0.428,0.472
0.3115,0.497285714,0.428,0.472,0.357214286
0.497285714,0.428,0.472,0.357214286,5.544
0.428,0.472,0.357214286,5.544,9.03
0.472,0.357214286,5.544,9.03,4.975
0.357214286,5.544,9.03,4.975,3.066428571
5.544,9.03,4.975,3.066428571,1.323571429
9.03,4.975,3.066428571,1.323571429,0.983285714
4.975,3.066428571,1.323571429,0.983285714,0.4465
3.066428571,1.323571429,0.983285714,0.4465,0.790571429
1.323571429,0.983285714,0.4465,0.790571429,0.324785714
0.983285714,0.4465,0.790571429,0.324785714,0.134285714
0.4465,0.790571429,0.324785714,0.134285714,0.088
0.790571429,0.324785714,0.134285714,0.088,0.111857143
0.324785714,0.134285714,0.088,0.111857143,0.088714286
0.134285714,0.088,0.111857143,0.088714286,0.105357143
0.088,0.111857143,0.088714286,0.105357143,0.145071429
0.111857143,0.088714286,0.105357143,0.145071429,2.313214286
0.088714286,0.105357143,0.145071429,2.313214286,0.864714286
0.105357143,0.145071429,2.313214286,0.864714286,0.619142857
0.145071429,2.313214286,0.864714286,0.619142857,0.477214286
2.313214286,0.864714286,0.619142857,0.477214286,0.704357143
0.864714286,0.619142857,0.477214286,0.704357143,0.639928571
0.619142857,0.477214286,0.704357143,0.639928571,0.571
0.477214286,0.704357143,0.639928571,0.571,0.766142857
0.704357143,0.639928571,0.571,0.766142857,0.788428571
0.639928571,0.571,0.766142857,0.788428571,4.392357143
0.571,0.766142857,0.788428571,4.392357143,2.845714286
0.766142857,0.788428571,4.392357143,2.845714286,3.469285714
0.788428571,4.392357143,2.845714286,3.469285714,7.166428571
4.392357143,2.845714286,3.469285714,7.166428571,6.95
2.845714286,3.469285714,7.166428571,6.95,5.47
3.469285714,7.166428571,6.95,5.47,3.81
7.166428571,6.95,5.47,3.81,1.986428571
6.95,5.47,3.81,1.986428571,1.298928571
5.47,3.81,1.986428571,1.298928571,0.743071429
3.81,1.986428571,1.298928571,0.743071429,0.595428571
1.986428571,1.298928571,0.743071429,0.595428571,0.914785714
1.298928571,0.743071429,0.595428571,0.914785714,0.842071429
0.743071429,0.595428571,0.914785714,0.842071429,0.3395
0.595428571,0.914785714,0.842071429,0.3395,0.229785714
0.914785714,0.842071429,0.3395,0.229785714,0.206
